seed,original_index,text,gemma-3-27b-it,granite-3.3-8b-instruct,mistral-small-3.1
33,2394,"Above normal temperatures (+10 to +15F) are expected across the Rockies to the Plains from Monday to Wednesday, dropping again on Friday with a cold front.",1,1,1
33,2395,A frontal passage is anticipated across the east coast on days 3-4.,1,1,1
33,2396,"Theres potential for heavy rain to extend into the Ohio Valley and Great Lakes region, increasing flash flooding risks.",1,1,0
33,2397,"Mr. Thompson calls discounting ""a loser's game for anyone without a dominant market share,"" and projected that Anheuser's statement of intent could simply be a means of warning competitors to ease up on price-cutting or face a costly and fruitless battle.",1,1,1
33,2398,"The Filter Tips cover the volume range from 0.1-1200 -l including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -l volume capacities .",0,1,0
33,2399,The Northwest will see diverging model predictions for a shortwave over the weekend; the ECMWF/CMC indicates a stronger system than the GFS.,1,1,0
33,2400,"Monitoring for possible flooding across various regions, particularly the Middle and Lower Mississippi Valleys, Great Lakes, Ohio Valley, and Northern Plains, along with heavy snow impacts in the Central Great Basin, California, Great Lakes, Mid-Atlantic, and Northeast through January 27.",1,1,1
33,2401,"Precipitation expected from the exiting system with maritime gale hazards, and a developing system from the southern Plains.",1,1,1
33,2402,"Brief precipitation and cooling are expected as storm systems track from the west to east, particularly along the Canadian border.",1,1,1
33,2403,The potential for showers and thunderstorms continues as the upper system and front slowly shift eastward.,1,0,0
33,2404,"Dr. Patel noted on 11/25/2038, the number of patients with diabetes at the local hospital fell.",0,1,0
33,2405,"Mild conditions are forecasted with temperatures about 10F above normal in the Divide and Plains, alongside windy conditions and dry weather from a modified Pacific airmass impacting the Missouri Valley and Ozarks.",1,1,1
33,2406,"Offshore low pressure may generate brisk winds near the East Coast, leading to light rainfall in the eastern Great Lakes and Appalachians.",1,1,0
33,2407,"A closed upper low will impact the Ohio Valley and Great Lakes, while a trough approaches the Pacific Northwest.",1,1,1
33,2408,"The CDC predicts on 08/21/2024, public awareness of mental health issues may rise.",1,1,1
33,2409,"Well also look at a dog run that was linked  on social media, at least  to the bacterial disease leptospirosis.",0,0,0
33,2410,WSJ891102-0033 = 891102 891102-0033.,0,0,0
33,2411,"The Florida Peninsula is expected to be the wettest area early in this period, with significant precipitation before a polar front arrives.",1,1,1
33,2412,The World Health Organization saw that the obesity rates in rural communities of India had remained stable in 2022.,0,0,0
33,2413,"Research advisor, Dr. Rachel Kim, forecasts that the number of published papers at Harvard University potentially decrease in Q3 of 2027.",1,1,1
33,2414,"Maximum and minimum temperatures across the northern Plains and Great Lakes will be 10-20F above normal, with the warmest anomalies migrating south.",1,1,1
33,2415,"High precipitation totals are forecasted across California, the Great Basin, and the Pacific Northwest, with heavy snow in the Northern/Central Plains, Great Lakes, and Northeast at various times.",1,1,1
33,2416,"Heaviest rain expected in southern to southeast Texas over the weekend, with additional risk of flooding.",1,1,1
33,2417,Precipitation will increase in coverage and intensity across the eastern U.S. early next week as a wavy cold front approaches.,1,1,1
33,2418,"A cold front will bring a shield of moisture from the southern Gulf across the Florida Keys, with lighter precipitation expected from the Great Lakes and Ohio Valley into the Appalachians.",1,1,1
33,2419,"Cold frontal passages will bring colder temperatures and gusty winds across the Intermountain West and Rockies, with local heavy precipitation.",1,1,0
33,2420,"In the 2023 offseason, Analyst Kevin White envisioned that the New England Patriots' sack count decreased.",1,1,1
33,2421,"Scattered showers and thunderstorms likely from the central U.S. to the East Coast during the weekend, with a marginal risk of excessive rainfall noted, particularly in New England and the upper Midwest due to antecedent rainfall.",1,1,1
33,2422,"Increasing coverage and intensity of rain are expected in the Mississippi Valley and Ohio Valley, with snow spreading across the northern tier and into New England.",1,1,1
33,2423,"Disney will temporarily close its resort in Shanghai from Monday in response to Chinas rising numbers of Covid cases, the company announced.",1,1,1
33,2424,"Heavy rain is also predicted across western Texas, shifting towards the Gulf Coast by Tuesday.",1,1,1
33,2425,"Warmer temperatures in the Southern High Plains, reaching the 90s/low 100s.",1,1,0
33,2426,"Colder than normal temperatures are favored in the East from Sunday to Tuesday, trending back toward typical values later in the week.",1,1,1
33,2427,PHOENIX  There were moments when Paul Davis questioned his decision to join the crowd that marched on the United States Capitol last January.,0,0,0
33,2428,"Severe weather may occur in parts of the South, and various precipitation types are likely to reach New England by Sunday.",1,1,1
33,2429,"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",0,1,0
33,2430,"Winds will remain generally light with occasional gusts, and humidity levels are likely to be high, increasing heat indices.",1,1,1
33,2431,"The central U.S. may experience enhanced convection, resulting in a potential flash flooding threat from thunderstorms on Friday.",1,1,1
33,2432,"Troughing will develop in the West and track eastward, increasing precipitation chances from the Pacific Northwest into the central U.S. by Monday through Wednesday, leading to potential northern snow and southern rain.",1,1,1
33,2433,"Moderate precipitation anticipated in the north-central Intermountain West and Rockies, with scattered strong thunderstorms in the Plains.",1,1,1
33,2434,Temperatures may reach record high minimums as warm air moves ahead of the storm before a cold front ushers in cooler conditions.,1,1,1
33,2435,"Deep upper level trough east of the Rockies will bring cooler temperatures and cold fronts will pass through the central and eastern U.S. Potential precipitation expected from these fronts, with significant snowfall likely in the Northeast and locally heavy rainfall across the Southeast and Southern Mid-Atlantic.",1,1,1
33,2436,"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",0,0,0
33,2437,Commencing the construction works of Pearl Plaza is a significant step in our Russian projects .,0,0,0
33,2438,"The West will experience above normal temperatures, which will extend into the Rockies and Northern/Central Plains by midweek.",1,1,1
33,2439,(aa-kjd) (PROFILE (WS SL:BC-OAU-Rwanda; CT:i; (REG:EURO;) (REG:BRIT;) (REG:SCAN;) (REG:ENGL;) (REG:AFRI;) (LANG:ENGLISH;)) ),0,0,0
33,2440,"Winds may be gusty accompanying snowfall across impacted areas, and model guidance indicates uncertainty in the exact track of both the winter and tropical systems.",1,1,1
33,2441,"Institut Merieux S.A., which offered 942 million Canadian dollars (US$801.2 million), or C$37 a share for Connaught, said it would extend its bid, due to expire last Thursday, to Nov. 6.",1,1,1
33,2442,MOST DOPEThe Extraordinary Life of Mac MillerBy Paul Cantor,0,0,0
33,2443,"As a Canadian cold front approaches, precipitation is likely to expand across the Mid-Atlantic to Southern New England.",1,1,1
33,2444,Model differences regarding offshore moisture by day 7 remain.,0,0,0
33,2445,Wintery precipitation may occur in the Upper Midwest and Great Lakes by next Friday due to a deep surface low and cooling northern stream frontal system.,1,1,1
33,2446,"Flooding is occurring or imminent in the Mid-Atlantic, Northern Plains, and areas of the Upper and Middle Mississippi Valley.",0,0,0
33,2447,JPMorgan Chase forecasts that the net profit at Amazon potentially decrease in Q3 of 2027.,1,1,1
33,2448,"Heavy snow is anticipated northwest of a surface low tracking from the Lower Mississippi Valley to Interior New England, accompanied by strong winds, particularly across the Great Lakes.",1,1,1
33,2449,Heavy convection is anticipated late this week into the weekend over the central Plains and Missouri Valley.,1,1,1
33,2450,Snow confined to higher elevations in the Northwest.,0,1,0
33,2451,"A cooling mid-upper level trough will move southeast through Canada into the northern and central eastern US next week, enhancing chances of convection and MCS activity due to a baroclinic zone.",1,1,0
